"","date","steps","dayName","year","weekend"
"807",2014-07-09,"7001","Wednesday",2014,FALSE
"808",2014-07-10,"8761","Thursday",2014,FALSE
"809",2014-07-11,"7414","Friday",2014,FALSE
"810",2014-07-12,"5989","Saturday",2014,TRUE
"811",2014-07-13,"7887","Sunday",2014,TRUE
"812",2014-07-14,"10583","Monday",2014,FALSE
"813",2014-07-15,"10701","Tuesday",2014,FALSE
"814",2014-07-16,"7827","Wednesday",2014,FALSE
"815",2014-07-17,"12252","Thursday",2014,FALSE
"816",2014-07-18,"6339","Friday",2014,FALSE
"817",2014-07-19,"8186","Saturday",2014,TRUE
"818",2014-07-20,"8439","Sunday",2014,TRUE
"819",2014-07-21,"11465","Monday",2014,FALSE
"820",2014-07-22,"10103","Tuesday",2014,FALSE
"821",2014-07-23,"11538","Wednesday",2014,FALSE
"822",2014-07-24,"13177","Thursday",2014,FALSE
"823",2014-07-25,"7535","Friday",2014,FALSE
"824",2014-07-26,"10425","Saturday",2014,TRUE
"825",2014-07-27,"8153","Sunday",2014,TRUE
"826",2014-07-28,"7931","Monday",2014,FALSE
"827",2014-07-29,"7836","Tuesday",2014,FALSE
"828",2014-07-30,"11727","Wednesday",2014,FALSE
"829",2014-07-31,"9105","Thursday",2014,FALSE
"830",2014-08-01,"8908","Friday",2014,FALSE
"831",2014-08-02,"9435","Saturday",2014,TRUE
"832",2014-08-03,"9271","Sunday",2014,TRUE
"833",2014-08-04,"3857","Monday",2014,FALSE
"834",2014-08-05,"9076","Tuesday",2014,FALSE
"835",2014-08-06,"2516","Wednesday",2014,FALSE
"836",2014-08-07,"2882","Thursday",2014,FALSE
"837",2014-08-08,"4318","Friday",2014,FALSE
"838",2014-08-09,"14017","Saturday",2014,TRUE
"839",2014-08-10,"11112","Sunday",2014,TRUE
"840",2014-08-11,"8971","Monday",2014,FALSE
"841",2014-08-12,"7595","Tuesday",2014,FALSE
"842",2014-08-13,"5948","Wednesday",2014,FALSE
"843",2014-08-14,"9376","Thursday",2014,FALSE
"844",2014-08-15,"6865","Friday",2014,FALSE
"845",2014-08-16,"7067","Saturday",2014,TRUE
"846",2014-08-17,"2905","Sunday",2014,TRUE
"847",2014-08-18,"7414","Monday",2014,FALSE
"848",2014-08-19,"7455","Tuesday",2014,FALSE
"849",2014-08-20,"7167","Wednesday",2014,FALSE
"850",2014-08-21,"7433","Thursday",2014,FALSE
"851",2014-08-22,"4869","Friday",2014,FALSE
"852",2014-08-23,"11442","Saturday",2014,TRUE
"853",2014-08-24,"6198","Sunday",2014,TRUE
"854",2014-08-25,"3317","Monday",2014,FALSE
"855",2014-08-26,"3840","Tuesday",2014,FALSE
"856",2014-08-27,"4954","Wednesday",2014,FALSE
"857",2014-08-28,"4947","Thursday",2014,FALSE
"858",2014-08-29,"3458","Friday",2014,FALSE
"859",2014-08-30,"3497","Saturday",2014,TRUE
"860",2014-08-31,"6495","Sunday",2014,TRUE
"861",2014-09-01,"6350","Monday",2014,FALSE
"862",2014-09-02,"5934","Tuesday",2014,FALSE
"863",2014-09-03,"5424","Wednesday",2014,FALSE
"864",2014-09-04,"12822","Thursday",2014,FALSE
"865",2014-09-05,"7770","Friday",2014,FALSE
"866",2014-09-06,"12078","Saturday",2014,TRUE
"867",2014-09-07,"9460","Sunday",2014,TRUE
"868",2014-09-08,"12715","Monday",2014,FALSE
"869",2014-09-09,"8304","Tuesday",2014,FALSE
"870",2014-09-10,"10799","Wednesday",2014,FALSE
"871",2014-09-11,"13067","Thursday",2014,FALSE
"872",2014-09-12,"10249","Friday",2014,FALSE
"873",2014-09-13,"12341","Saturday",2014,TRUE
"874",2014-09-14,"9675","Sunday",2014,TRUE
"875",2014-09-15,"13149","Monday",2014,FALSE
"876",2014-09-16,"11573","Tuesday",2014,FALSE
"877",2014-09-17,"9273","Wednesday",2014,FALSE
"878",2014-09-18,"8424","Thursday",2014,FALSE
"879",2014-09-19,"8605","Friday",2014,FALSE
"880",2014-09-20,"11017","Saturday",2014,TRUE
"881",2014-09-21,"10384","Sunday",2014,TRUE
"882",2014-09-22,"15501","Monday",2014,FALSE
"883",2014-09-23,"14331","Tuesday",2014,FALSE
"884",2014-09-24,"12314","Wednesday",2014,FALSE
"885",2014-09-25,"8280","Thursday",2014,FALSE
"886",2014-09-26,"13650","Friday",2014,FALSE
"887",2014-09-27,"8040","Saturday",2014,TRUE
"888",2014-09-28,"8310","Sunday",2014,TRUE
"889",2014-09-29,"13575","Monday",2014,FALSE
"890",2014-09-30,"12294","Tuesday",2014,FALSE
"891",2014-10-01,"12664","Wednesday",2014,FALSE
"892",2014-10-02,"17458","Thursday",2014,FALSE
"893",2014-10-03,"10778","Friday",2014,FALSE
"894",2014-10-04,"6647","Saturday",2014,TRUE
"895",2014-10-05,"9707","Sunday",2014,TRUE
"896",2014-10-06,"12305","Monday",2014,FALSE
"897",2014-10-07,"13367","Tuesday",2014,FALSE
"898",2014-10-08,"13866","Wednesday",2014,FALSE
"899",2014-10-09,"12697","Thursday",2014,FALSE
"900",2014-10-10,"11751","Friday",2014,FALSE
"901",2014-10-11,"8160","Saturday",2014,TRUE
"902",2014-10-12,"4703","Sunday",2014,TRUE
"903",2014-10-13,"13472","Monday",2014,FALSE
"904",2014-10-14,"14213","Tuesday",2014,FALSE
"905",2014-10-15,"13267","Wednesday",2014,FALSE
"906",2014-10-16,"12868","Thursday",2014,FALSE
"907",2014-10-17,"9151","Friday",2014,FALSE
"908",2014-10-18,"8345","Saturday",2014,TRUE
"909",2014-10-19,"6571","Sunday",2014,TRUE
"910",2014-10-20,"8813","Monday",2014,FALSE
"911",2014-10-21,"11931","Tuesday",2014,FALSE
"912",2014-10-22,"8822","Wednesday",2014,FALSE
"913",2014-10-23,"8709","Thursday",2014,FALSE
"914",2014-10-24,"14728","Friday",2014,FALSE
"915",2014-10-25,"22699","Saturday",2014,TRUE
"916",2014-10-26,"1761","Sunday",2014,TRUE
